age,job,marital,education,default,balance,housing,loan,duration,campaign,pdays,previous,poutcome,deposit
36,blue-collar,married,secondary,no,136,yes,no,38,2,-1,0,unknown,no
30,management,married,tertiary,no,1195,no,no,146,2,-1,0,unknown,no
34,housemaid,married,tertiary,no,11219,no,no,112,1,-1,0,unknown,no
42,blue-collar,married,primary,no,2003,yes,no,177,3,-1,0,unknown,no
37,technician,married,secondary,no,494,yes,no,247,2,269,3,failure,no
42,blue-collar,single,secondary,no,419,no,no,88,3,-1,0,unknown,no
31,services,married,unknown,no,-82,yes,no,543,31,-1,0,unknown,no
34,admin.,single,tertiary,no,64,yes,no,76,2,-1,0,unknown,no
32,self-employed,married,tertiary,no,14522,no,no,221,7,-1,0,unknown,no
46,technician,divorced,secondary,no,3455,yes,no,566,2,-1,0,unknown,no
32,blue-collar,married,primary,no,1076,yes,no,67,1,-1,0,unknown,no
37,admin.,single,secondary,no,-261,no,yes,259,1,-1,0,unknown,no
39,management,married,tertiary,no,309,no,no,94,14,-1,0,unknown,no
37,management,single,secondary,no,655,no,yes,258,6,-1,0,unknown,no
32,self-employed,married,tertiary,no,102,no,no,398,5,-1,0,unknown,no
41,blue-collar,married,secondary,no,213,yes,no,10,2,-1,0,unknown,no
50,self-employed,married,tertiary,no,202,yes,no,107,1,148,4,failure,no
57,management,married,unknown,no,0,no,no,585,1,-1,0,unknown,no
37,admin.,single,secondary,no,22,yes,no,28,2,289,5,failure,no
56,entrepreneur,divorced,secondary,no,179,no,no,47,2,-1,0,unknown,no
37,unemployed,married,secondary,no,4769,no,no,124,1,-1,0,unknown,no
32,blue-collar,married,primary,no,-6,yes,no,169,2,-1,0,unknown,no
30,management,single,tertiary,no,19358,no,no,258,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,5563,yes,no,435,2,-1,0,unknown,no
36,management,married,tertiary,no,6641,no,no,105,4,-1,0,unknown,no
34,management,single,tertiary,no,747,no,no,72,2,98,1,failure,no
53,services,married,primary,no,49,no,no,152,1,-1,0,unknown,no
58,management,married,tertiary,no,287,yes,no,676,8,-1,0,unknown,no
31,admin.,single,secondary,no,437,yes,yes,173,14,-1,0,unknown,no
38,services,married,secondary,no,1313,no,no,33,2,-1,0,unknown,no
32,management,single,tertiary,no,597,no,yes,869,1,-1,0,unknown,no
31,services,married,secondary,no,418,yes,yes,219,1,-1,0,unknown,no
59,admin.,divorced,secondary,no,-41,yes,yes,171,1,-1,0,unknown,no
41,blue-collar,married,primary,no,449,yes,no,10,6,-1,0,unknown,no
33,technician,married,secondary,no,3572,yes,no,85,2,-1,0,unknown,no
52,management,married,tertiary,no,2428,yes,no,294,1,116,3,failure,no
36,entrepreneur,married,primary,no,177,yes,no,63,5,-1,0,unknown,no
37,management,married,secondary,no,80,no,no,155,3,-1,0,unknown,no
39,services,single,secondary,no,1048,yes,no,149,1,-1,0,unknown,no
36,management,married,tertiary,no,3874,no,no,425,6,-1,0,unknown,no
30,management,married,tertiary,no,5381,no,no,375,1,-1,0,unknown,no
32,management,single,tertiary,no,17,no,no,72,4,-1,0,unknown,no
47,blue-collar,married,primary,no,4040,no,no,53,5,-1,0,unknown,no
38,management,single,tertiary,no,427,yes,no,17,3,169,2,failure,no
51,management,married,tertiary,no,385,no,no,39,2,-1,0,unknown,no
27,services,single,secondary,no,266,no,yes,232,1,-1,0,unknown,no
58,retired,single,tertiary,no,1411,yes,no,425,2,-1,0,unknown,no
56,management,married,primary,no,7747,no,no,103,2,-1,0,unknown,no
40,blue-collar,married,primary,no,2129,yes,no,1156,3,-1,0,unknown,no
47,entrepreneur,married,secondary,no,318,no,no,299,2,-1,0,unknown,no
23,blue-collar,single,secondary,no,105,yes,no,498,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,2603,yes,yes,50,3,277,2,failure,no
57,services,married,primary,no,443,no,no,167,1,-1,0,unknown,no
40,services,married,secondary,no,-116,yes,no,176,3,-1,0,unknown,no
30,admin.,married,tertiary,no,285,no,no,693,2,-1,0,unknown,no
58,retired,married,primary,no,5092,no,no,199,6,-1,0,unknown,no
36,blue-collar,divorced,secondary,no,719,yes,no,1052,1,-1,0,unknown,no
37,blue-collar,married,primary,no,0,yes,no,24,1,-1,0,unknown,no
51,blue-collar,married,primary,no,2095,yes,yes,438,4,-1,0,unknown,no
30,blue-collar,single,secondary,no,-390,yes,no,275,1,-1,0,unknown,no
39,technician,married,tertiary,no,108,no,no,589,3,28,2,other,no
33,blue-collar,married,secondary,no,1134,yes,no,304,2,-1,0,unknown,no
60,blue-collar,married,primary,no,228,yes,no,249,11,-1,0,unknown,no
29,self-employed,married,tertiary,no,1,no,no,167,3,-1,0,unknown,no
31,admin.,married,secondary,no,0,yes,yes,79,3,-1,0,unknown,no
52,management,married,tertiary,no,1453,no,no,254,21,-1,0,unknown,no
30,admin.,single,secondary,no,28,no,no,107,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,1388,yes,no,119,2,-1,0,unknown,no
46,management,divorced,tertiary,no,0,no,yes,38,6,-1,0,unknown,no
31,technician,married,tertiary,no,0,no,no,70,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,15,no,no,136,1,-1,0,unknown,no
34,services,married,secondary,no,22,yes,no,344,1,-1,0,unknown,no
44,services,married,secondary,no,983,no,no,123,1,-1,0,unknown,no
60,blue-collar,married,secondary,no,2879,yes,no,122,1,-1,0,unknown,no
51,services,married,primary,no,-553,yes,no,149,8,-1,0,unknown,no
31,housemaid,single,tertiary,no,596,no,no,30,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,1402,no,no,63,5,-1,0,unknown,no
53,admin.,divorced,secondary,no,223,yes,yes,534,1,-1,0,unknown,no
45,admin.,married,secondary,no,46,yes,no,234,1,-1,0,unknown,no
51,management,married,tertiary,no,0,yes,yes,410,5,-1,0,unknown,no
30,management,single,tertiary,no,1636,no,no,301,2,-1,0,unknown,no
58,blue-collar,married,primary,no,96,no,no,76,3,-1,0,unknown,no
26,blue-collar,single,primary,no,-295,yes,no,138,1,-1,0,unknown,no
37,services,married,secondary,no,1,no,no,395,2,-1,0,unknown,no
47,management,married,tertiary,no,60,no,no,282,7,-1,0,unknown,no
28,management,married,tertiary,yes,84,no,yes,48,21,-1,0,unknown,no
28,blue-collar,married,secondary,no,4287,no,no,171,1,-1,0,unknown,no
43,management,divorced,tertiary,no,1,yes,yes,28,8,-1,0,unknown,no
43,services,married,secondary,no,192,yes,yes,273,2,-1,0,unknown,no
57,management,married,tertiary,no,1172,yes,no,72,1,-1,0,unknown,no
34,entrepreneur,married,tertiary,no,105,yes,no,249,2,-1,0,unknown,no
36,admin.,divorced,tertiary,no,4708,no,no,104,1,-1,0,unknown,no
32,technician,single,secondary,no,-1,yes,no,37,1,-1,0,unknown,no
46,management,married,unknown,no,802,yes,no,417,1,-1,0,unknown,no
36,technician,married,secondary,no,22,no,no,464,1,-1,0,unknown,no
33,management,married,tertiary,no,3301,yes,no,131,2,171,2,failure,no
48,blue-collar,married,primary,no,2227,no,no,98,12,-1,0,unknown,no
58,entrepreneur,married,secondary,no,2,no,no,684,1,-1,0,unknown,no
56,housemaid,married,primary,no,445,no,no,13,6,-1,0,unknown,no
53,management,married,tertiary,no,241,yes,no,137,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,429,yes,no,244,1,-1,0,unknown,no
35,admin.,married,secondary,no,11,yes,no,103,4,-1,0,unknown,no
31,management,married,tertiary,no,50,no,no,37,5,-1,0,unknown,no
51,admin.,divorced,secondary,no,2195,yes,no,59,1,-1,0,unknown,no
40,technician,married,secondary,no,1270,no,no,342,2,-1,0,unknown,no
40,technician,divorced,secondary,no,2394,no,no,75,4,-1,0,unknown,no
44,services,married,secondary,no,3536,no,no,106,6,-1,0,unknown,no
37,blue-collar,married,secondary,no,-4,yes,yes,381,1,-1,0,unknown,no
49,entrepreneur,married,secondary,no,-1965,no,yes,317,2,-1,0,unknown,no
56,retired,married,secondary,no,5879,no,no,237,3,-1,0,unknown,no
25,student,single,secondary,no,469,no,no,524,1,187,2,success,no
29,management,single,tertiary,no,502,no,no,366,2,199,3,other,no
35,admin.,single,tertiary,no,777,no,yes,85,1,-1,0,unknown,no
41,entrepreneur,divorced,secondary,no,1588,yes,yes,10,8,-1,0,unknown,no
38,blue-collar,married,secondary,no,376,yes,no,1521,1,-1,0,unknown,no
61,housemaid,married,primary,no,848,no,no,605,1,187,1,other,no
36,technician,married,secondary,no,-393,no,no,119,4,-1,0,unknown,no
52,blue-collar,married,primary,no,4660,no,no,82,3,-1,0,unknown,no
31,technician,single,tertiary,no,176,no,no,241,4,-1,0,unknown,no
33,unemployed,married,tertiary,no,3335,no,no,92,1,301,6,failure,no
49,blue-collar,married,primary,no,-167,no,no,51,1,-1,0,unknown,no
45,technician,single,tertiary,no,1591,no,no,392,4,-1,0,unknown,no
71,retired,married,secondary,no,2064,no,no,379,2,92,3,failure,no
34,management,single,tertiary,no,1310,no,yes,90,3,-1,0,unknown,no
33,admin.,single,secondary,no,1221,yes,no,245,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,-26,no,yes,81,1,-1,0,unknown,no
52,technician,married,secondary,no,337,yes,no,247,1,261,4,failure,no
54,blue-collar,married,primary,no,2440,no,yes,334,1,-1,0,unknown,no
51,blue-collar,married,unknown,no,0,yes,no,10,4,-1,0,unknown,no
59,retired,married,secondary,no,25947,no,no,292,2,-1,0,unknown,no
25,admin.,single,tertiary,no,1734,no,no,366,1,-1,0,unknown,no
35,technician,married,tertiary,no,4,yes,no,88,1,-1,0,unknown,no
49,blue-collar,married,primary,no,1032,yes,no,41,5,-1,0,unknown,no
33,technician,married,secondary,no,8,no,no,462,2,-1,0,unknown,no
30,self-employed,single,tertiary,no,3137,yes,no,368,7,-1,0,unknown,no
46,services,married,secondary,no,-522,yes,no,61,2,-1,0,unknown,no
43,services,single,secondary,no,21,no,no,203,3,-1,0,unknown,no
28,blue-collar,single,secondary,no,455,yes,no,166,1,-1,0,unknown,no
41,blue-collar,married,primary,no,4,no,no,74,5,-1,0,unknown,no
60,housemaid,divorced,primary,no,1412,no,no,127,4,-1,0,unknown,no
49,blue-collar,married,secondary,no,141,no,no,275,1,-1,0,unknown,no
30,technician,single,tertiary,no,6619,yes,no,239,8,-1,0,unknown,no
45,unemployed,married,primary,no,0,yes,no,570,2,-1,0,unknown,no
47,management,single,tertiary,no,0,no,no,136,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,202,no,no,128,2,-1,0,unknown,no
59,admin.,married,secondary,no,2552,no,yes,125,3,-1,0,unknown,no
27,technician,married,tertiary,no,276,no,no,218,2,-1,0,unknown,no
37,technician,married,secondary,yes,0,no,no,236,1,-1,0,unknown,no
25,technician,divorced,secondary,no,86,no,yes,483,2,-1,0,unknown,no
39,technician,divorced,secondary,no,507,no,no,173,4,-1,0,unknown,no
35,blue-collar,married,primary,no,602,yes,no,467,6,-1,0,unknown,no
77,retired,married,primary,no,1492,no,no,663,1,208,2,other,no
58,retired,divorced,secondary,no,0,no,no,436,5,-1,0,unknown,no
38,management,single,tertiary,no,2117,no,no,81,2,-1,0,unknown,no
50,blue-collar,married,primary,no,71,yes,no,678,1,-1,0,unknown,no
27,management,single,secondary,no,843,no,no,123,2,185,1,success,no
46,blue-collar,married,secondary,no,229,yes,no,191,1,-1,0,unknown,no
51,admin.,married,secondary,no,176,no,no,214,1,183,2,failure,no
58,retired,married,secondary,no,13,no,no,92,4,-1,0,unknown,no
42,entrepreneur,married,secondary,no,169,yes,no,87,4,-1,0,unknown,no
27,technician,married,secondary,no,58,yes,no,82,1,-1,0,unknown,no
34,technician,single,secondary,no,179,no,no,294,3,-1,0,unknown,no
31,admin.,single,secondary,no,50,no,no,395,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,11854,yes,no,15,9,-1,0,unknown,no
42,admin.,single,secondary,no,1022,yes,no,146,2,-1,0,unknown,no
44,entrepreneur,married,secondary,no,692,no,no,73,4,-1,0,unknown,no
51,management,divorced,tertiary,no,1937,yes,no,185,4,152,11,other,no
50,admin.,single,secondary,no,26,no,yes,179,4,-1,0,unknown,no
32,blue-collar,married,primary,no,0,yes,yes,82,2,361,4,failure,no
45,blue-collar,married,primary,no,900,yes,no,213,1,-1,0,unknown,no
29,admin.,single,secondary,no,260,yes,no,453,2,273,2,failure,no
53,blue-collar,married,secondary,yes,-634,no,no,695,3,-1,0,unknown,no
29,services,married,secondary,no,30,yes,no,74,3,-1,0,unknown,no
57,admin.,married,primary,no,1694,yes,no,378,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,167,no,no,48,1,-1,0,unknown,no
58,technician,married,secondary,no,4299,yes,no,348,3,-1,0,unknown,no
52,housemaid,married,primary,no,135,no,no,172,9,-1,0,unknown,no
44,admin.,married,unknown,no,40,no,yes,160,2,-1,0,unknown,no
34,blue-collar,married,primary,no,479,no,no,772,1,-1,0,unknown,no
44,management,married,tertiary,no,1945,no,no,191,1,-1,0,unknown,no
56,technician,married,tertiary,no,1062,no,no,37,2,-1,0,unknown,no
36,entrepreneur,married,tertiary,no,0,no,no,87,3,-1,0,unknown,no
45,management,divorced,tertiary,no,2406,no,no,248,2,-1,0,unknown,no
57,management,married,tertiary,no,337,no,no,59,2,-1,0,unknown,no
49,management,married,tertiary,no,413,no,yes,196,4,-1,0,unknown,no
37,blue-collar,married,secondary,no,362,yes,no,277,2,-1,0,unknown,no
44,blue-collar,divorced,unknown,no,284,no,no,167,4,187,5,other,no
40,blue-collar,married,primary,no,-66,yes,no,288,1,-1,0,unknown,no
28,technician,single,secondary,no,922,yes,no,304,1,-1,0,unknown,no
39,services,married,secondary,no,93,yes,no,72,4,-1,0,unknown,no
40,technician,single,tertiary,no,693,no,no,427,1,-1,0,unknown,no
33,management,single,tertiary,no,307,no,no,113,6,179,4,failure,no
37,management,single,tertiary,no,427,yes,no,121,1,-1,0,unknown,no
36,services,married,secondary,no,5024,no,no,139,1,-1,0,unknown,no
39,blue-collar,divorced,unknown,no,463,yes,no,169,1,-1,0,unknown,no
26,technician,single,tertiary,no,4130,no,no,104,2,-1,0,unknown,no
48,management,married,tertiary,no,190,no,no,14,22,-1,0,unknown,no
51,technician,married,secondary,no,2682,no,no,56,1,-1,0,unknown,no
35,technician,single,tertiary,no,144,yes,yes,202,4,113,20,failure,no
40,blue-collar,married,secondary,no,1938,yes,no,228,1,-1,0,unknown,no
40,admin.,single,secondary,no,90,yes,no,252,4,-1,0,unknown,no
37,admin.,married,secondary,no,10465,no,no,144,6,-1,0,unknown,no
43,blue-collar,married,secondary,no,917,yes,no,87,2,-1,0,unknown,no
48,management,married,primary,no,1744,no,no,181,1,-1,0,unknown,no
46,admin.,divorced,secondary,no,1198,yes,yes,837,1,307,1,other,no
34,services,single,tertiary,no,371,no,no,77,1,-1,0,unknown,no
52,management,married,tertiary,no,575,no,no,315,1,-1,0,unknown,no
57,management,married,secondary,no,123,no,no,154,2,-1,0,unknown,no
36,services,married,secondary,no,145,yes,no,109,1,252,2,other,no
33,blue-collar,married,secondary,no,312,yes,no,151,2,-1,0,unknown,no
30,technician,single,secondary,no,893,no,no,45,3,-1,0,unknown,no
34,management,married,tertiary,no,105,yes,no,314,3,-1,0,unknown,no
35,management,single,tertiary,no,0,yes,no,184,1,-1,0,unknown,no
34,blue-collar,single,secondary,no,186,no,no,342,1,-1,0,unknown,no
32,technician,single,secondary,no,-114,no,no,155,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,228,no,no,232,1,365,1,failure,no
33,housemaid,married,primary,no,0,no,no,237,2,-1,0,unknown,no
31,technician,single,tertiary,no,279,yes,no,198,1,-1,0,unknown,no
33,admin.,single,secondary,no,241,no,no,490,1,-1,0,unknown,no
48,technician,divorced,tertiary,no,2328,no,no,129,7,-1,0,unknown,no
38,technician,married,secondary,no,728,yes,no,286,1,181,2,other,no
53,blue-collar,married,secondary,no,4380,no,no,223,7,-1,0,unknown,no
36,blue-collar,married,secondary,no,0,no,no,235,1,244,1,failure,no
37,management,married,tertiary,no,5432,yes,yes,774,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,222,yes,no,188,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,3832,yes,no,14,13,-1,0,unknown,no
50,admin.,married,secondary,no,715,no,no,131,13,-1,0,unknown,no
49,blue-collar,married,primary,no,6215,yes,no,549,1,-1,0,unknown,no
41,services,married,secondary,no,2085,yes,no,125,4,-1,0,unknown,no
32,services,married,secondary,no,1398,yes,yes,233,1,-1,0,unknown,no
30,unemployed,single,tertiary,no,463,no,no,374,4,-1,0,unknown,no
46,management,married,tertiary,yes,-337,no,yes,120,2,-1,0,unknown,no
25,self-employed,married,tertiary,no,1182,yes,no,141,2,-1,0,unknown,no
27,services,married,secondary,no,94,yes,no,352,2,-1,0,unknown,no
28,student,single,secondary,no,5916,no,no,259,1,63,5,failure,no
47,management,divorced,tertiary,no,4556,yes,no,146,1,-1,0,unknown,no
39,management,divorced,tertiary,no,373,no,no,148,4,-1,0,unknown,no
28,admin.,married,secondary,no,170,yes,yes,492,1,-1,0,unknown,no
45,technician,divorced,secondary,no,146,no,no,216,1,-1,0,unknown,no
30,management,married,tertiary,no,1384,yes,no,60,2,-1,0,unknown,no
48,blue-collar,married,primary,no,595,no,no,464,1,-1,0,unknown,no
60,blue-collar,married,primary,no,4903,no,yes,290,1,-1,0,unknown,no
48,entrepreneur,married,secondary,no,4037,no,no,23,1,-1,0,unknown,no
38,management,single,tertiary,no,1746,yes,no,139,1,-1,0,unknown,no
31,management,single,tertiary,no,18,no,no,82,2,-1,0,unknown,no
52,unemployed,married,primary,no,1724,no,no,73,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,1735,yes,no,89,1,-1,0,unknown,no
51,blue-collar,married,unknown,no,0,no,no,61,7,-1,0,unknown,no
32,technician,married,secondary,no,367,yes,no,214,2,276,3,failure,no
52,entrepreneur,divorced,secondary,no,105,no,yes,275,4,-1,0,unknown,no
23,blue-collar,single,secondary,no,537,yes,no,172,1,353,2,other,no
51,management,married,tertiary,yes,0,no,yes,204,6,-1,0,unknown,no
49,services,married,secondary,no,653,no,no,317,2,-1,0,unknown,no
37,self-employed,married,secondary,no,487,no,yes,155,15,-1,0,unknown,no
32,management,single,tertiary,no,1434,no,no,1144,3,-1,0,unknown,no
32,management,married,tertiary,no,1683,yes,yes,72,2,-1,0,unknown,no
56,services,married,secondary,no,530,yes,no,51,7,-1,0,unknown,no
49,technician,married,unknown,no,-287,yes,no,49,1,-1,0,unknown,no
49,management,married,tertiary,no,271,yes,no,18,6,-1,0,unknown,no
53,management,married,tertiary,no,1945,no,no,262,7,-1,0,unknown,no
32,admin.,married,secondary,no,57,no,yes,50,2,-1,0,unknown,no
60,retired,married,secondary,no,5632,yes,no,380,7,-1,0,unknown,no
40,blue-collar,married,secondary,no,750,yes,yes,340,1,281,1,failure,no
41,services,married,secondary,no,3992,yes,no,281,2,-1,0,unknown,no
55,blue-collar,married,primary,no,11,no,no,150,2,-1,0,unknown,no
33,management,single,tertiary,no,383,yes,no,125,1,-1,0,unknown,no
49,blue-collar,married,secondary,no,598,yes,no,219,6,-1,0,unknown,no
26,management,single,tertiary,no,3178,no,no,64,1,-1,0,unknown,no
56,management,divorced,tertiary,no,505,no,no,108,2,199,3,other,no
27,admin.,single,tertiary,no,73,no,no,242,1,-1,0,unknown,no
55,unemployed,married,secondary,no,1436,yes,no,969,2,-1,0,unknown,no
55,technician,divorced,tertiary,no,264,yes,no,34,2,-1,0,unknown,no
26,management,single,tertiary,no,1720,no,no,383,1,-1,0,unknown,no
34,technician,married,secondary,no,-25,no,no,207,1,-1,0,unknown,no
38,housemaid,married,secondary,no,634,no,no,105,4,-1,0,unknown,no
88,retired,married,primary,no,648,no,no,318,1,-1,0,unknown,no
38,admin.,married,secondary,no,0,yes,no,284,8,-1,0,unknown,no
44,technician,divorced,secondary,no,314,yes,no,18,1,651,1,success,no
43,admin.,married,secondary,no,2,yes,yes,254,1,-1,0,unknown,no
48,blue-collar,divorced,primary,no,2677,no,no,23,3,-1,0,unknown,no
35,admin.,single,secondary,no,855,yes,no,241,3,-1,0,unknown,no
49,services,married,tertiary,no,411,no,no,9,6,-1,0,unknown,no
33,unemployed,single,tertiary,no,4874,no,no,363,2,-1,0,unknown,no
77,unknown,married,unknown,no,397,no,no,207,1,185,3,success,no
56,housemaid,divorced,primary,no,61,no,no,144,1,-1,0,unknown,no
33,admin.,married,secondary,no,177,yes,no,100,1,-1,0,unknown,no
44,admin.,single,secondary,no,985,yes,yes,9,7,325,19,failure,no
40,admin.,married,secondary,no,767,yes,no,168,1,-1,0,unknown,no
55,blue-collar,divorced,secondary,no,496,no,yes,93,4,-1,0,unknown,no
31,management,married,tertiary,no,459,no,no,13,14,-1,0,unknown,no
42,services,married,unknown,no,1340,no,yes,88,5,-1,0,unknown,no
45,entrepreneur,divorced,secondary,no,1187,no,yes,157,1,-1,0,unknown,no
38,admin.,single,secondary,no,4023,no,no,339,2,-1,0,unknown,no
32,admin.,single,secondary,no,184,yes,no,230,4,-1,0,unknown,no
35,management,single,tertiary,no,688,no,no,504,1,-1,0,unknown,no
70,retired,married,secondary,no,2064,no,no,334,1,-1,0,unknown,no
41,technician,married,secondary,no,862,no,no,474,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,137,no,yes,359,1,-1,0,unknown,no
56,entrepreneur,married,tertiary,no,51439,no,yes,325,1,-1,0,unknown,no
59,management,divorced,tertiary,no,893,yes,no,206,4,-1,0,unknown,no
31,management,married,tertiary,no,607,no,no,200,5,-1,0,unknown,no
59,retired,married,primary,no,5521,yes,yes,94,1,-1,0,unknown,no
32,management,single,tertiary,no,1966,no,no,176,3,-1,0,unknown,no
37,technician,single,secondary,no,363,yes,no,39,4,182,3,failure,no
59,retired,divorced,unknown,no,-49,yes,no,248,2,-1,0,unknown,no
51,technician,married,tertiary,no,1533,no,no,242,2,-1,0,unknown,no
42,blue-collar,married,primary,no,250,yes,no,46,16,-1,0,unknown,no
38,admin.,divorced,secondary,no,407,yes,yes,89,1,-1,0,unknown,no
35,technician,divorced,secondary,no,3549,yes,no,250,4,-1,0,unknown,no
42,blue-collar,married,primary,no,0,yes,yes,209,2,-1,0,unknown,no
43,technician,single,tertiary,no,1017,yes,no,257,2,-1,0,unknown,no
31,management,married,tertiary,no,2652,no,no,9,9,-1,0,unknown,no
56,blue-collar,married,primary,no,2442,no,yes,111,7,-1,0,unknown,no
43,management,married,tertiary,no,0,yes,no,240,3,293,5,failure,no
39,management,married,tertiary,no,0,no,no,94,2,-1,0,unknown,no
52,blue-collar,married,secondary,no,665,yes,no,57,4,-1,0,unknown,no
32,services,single,secondary,no,-1139,yes,no,201,1,-1,0,unknown,no
37,self-employed,married,secondary,no,3396,no,no,69,6,-1,0,unknown,no
35,entrepreneur,married,tertiary,no,542,yes,yes,591,5,-1,0,unknown,no
39,services,divorced,secondary,no,1957,yes,yes,47,1,-1,0,unknown,no
44,self-employed,married,secondary,no,304,yes,no,15,5,-1,0,unknown,no
41,entrepreneur,married,secondary,no,353,no,no,90,2,-1,0,unknown,no
26,student,single,tertiary,no,13107,yes,no,112,2,-1,0,unknown,no
50,admin.,married,secondary,no,1138,yes,yes,73,8,-1,0,unknown,no
33,technician,married,secondary,no,0,yes,yes,163,2,-1,0,unknown,no
26,services,married,secondary,no,199,no,no,139,6,-1,0,unknown,no
31,admin.,single,tertiary,no,383,no,yes,119,1,214,1,failure,no
56,admin.,divorced,primary,no,0,no,yes,542,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,1844,yes,no,231,1,-1,0,unknown,no
27,technician,single,secondary,no,42,no,no,251,1,-1,0,unknown,no
41,technician,married,secondary,no,1788,no,no,222,1,-1,0,unknown,no
78,retired,married,primary,no,680,no,no,838,1,89,9,failure,no
60,housemaid,married,primary,no,517,no,no,1178,3,-1,0,unknown,no
46,management,married,tertiary,no,3,no,no,92,4,-1,0,unknown,no
25,blue-collar,single,primary,no,17,yes,no,97,2,-1,0,unknown,no
30,management,married,tertiary,no,-328,yes,no,242,5,-1,0,unknown,no
37,self-employed,divorced,tertiary,no,1513,no,no,510,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,603,no,no,204,1,-1,0,unknown,no
31,management,single,tertiary,no,307,no,no,86,2,-1,0,unknown,no
35,technician,married,tertiary,no,22,no,no,109,1,-1,0,unknown,no
47,management,married,tertiary,no,0,no,no,265,2,-1,0,unknown,no
55,services,married,secondary,no,283,yes,no,156,1,-1,0,unknown,no
28,self-employed,single,tertiary,no,5215,no,no,673,1,-1,0,unknown,no
37,blue-collar,single,secondary,no,847,no,no,54,1,-1,0,unknown,no
34,student,single,unknown,no,5827,no,no,97,2,-1,0,unknown,no
45,blue-collar,single,secondary,no,0,yes,no,283,1,165,3,failure,no
35,blue-collar,single,primary,no,-759,yes,no,142,2,-1,0,unknown,no
32,technician,divorced,tertiary,no,267,no,no,128,1,-1,0,unknown,no
26,student,single,unknown,no,2503,no,no,121,1,63,2,failure,no
47,blue-collar,married,secondary,no,3630,yes,no,133,4,-1,0,unknown,no
33,technician,married,secondary,no,218,yes,yes,169,4,-1,0,unknown,no
42,management,single,tertiary,no,1146,yes,no,98,2,-1,0,unknown,no
31,unemployed,single,unknown,no,167,no,no,316,1,-1,0,unknown,no
30,blue-collar,single,secondary,yes,447,no,no,426,2,189,6,failure,no
40,management,single,secondary,no,10378,yes,no,523,3,-1,0,unknown,no
52,management,married,tertiary,no,-2712,yes,yes,253,1,-1,0,unknown,no
48,admin.,married,secondary,no,191,yes,no,238,3,-1,0,unknown,no
36,blue-collar,divorced,primary,no,17,yes,no,329,1,-1,0,unknown,no
36,blue-collar,single,secondary,no,2235,yes,no,287,2,-1,0,unknown,no
47,blue-collar,married,primary,no,292,no,yes,210,3,-1,0,unknown,no
31,technician,single,secondary,no,433,no,no,1504,2,-1,0,unknown,no
60,retired,married,primary,no,364,yes,no,631,2,-1,0,unknown,no
49,blue-collar,married,secondary,no,30,yes,no,135,4,-1,0,unknown,no
41,technician,married,secondary,no,335,no,no,169,3,-1,0,unknown,no
67,management,married,secondary,no,1287,no,no,511,1,-1,0,unknown,no
35,technician,married,secondary,no,128,no,yes,456,1,205,2,other,no
34,management,married,tertiary,no,133,yes,no,65,1,-1,0,unknown,no
49,technician,married,tertiary,no,-888,no,yes,298,1,-1,0,unknown,no
33,management,divorced,tertiary,yes,280,no,yes,155,1,-1,0,unknown,no
37,blue-collar,divorced,secondary,no,719,yes,no,118,1,365,1,failure,no
29,admin.,single,secondary,no,1261,no,no,605,1,-1,0,unknown,no
53,housemaid,married,primary,no,1903,no,no,827,1,-1,0,unknown,no
36,technician,married,tertiary,no,202,no,no,206,1,192,1,failure,no
54,unknown,married,unknown,no,390,no,no,68,5,-1,0,unknown,no
55,blue-collar,divorced,unknown,no,103,yes,no,769,3,-1,0,unknown,no
38,blue-collar,married,primary,no,362,yes,no,100,5,-1,0,unknown,no
50,blue-collar,married,secondary,no,907,no,yes,68,1,-1,0,unknown,no
50,entrepreneur,married,primary,no,199,no,no,228,2,363,2,failure,no
35,management,married,tertiary,no,4943,yes,no,295,1,124,2,failure,no
35,management,single,tertiary,no,6659,yes,no,83,1,-1,0,unknown,no
51,retired,single,tertiary,no,730,yes,no,287,2,-1,0,unknown,no
34,technician,single,secondary,no,664,yes,yes,88,2,343,2,other,no
28,blue-collar,single,primary,no,442,no,no,157,2,-1,0,unknown,no
57,management,married,secondary,no,7162,no,no,83,1,-1,0,unknown,no
38,entrepreneur,married,secondary,no,61,yes,yes,170,5,-1,0,unknown,no
41,retired,single,primary,no,2579,no,no,213,1,-1,0,unknown,no
38,blue-collar,single,primary,no,1583,yes,no,386,1,-1,0,unknown,no
